Actual,Predicted,Equal
metalABCtransporterATP-bindingprotein,metalABCtransporterATP-bindingprotein,True
F-boxprotein,F-boxprotein,True
energy-coupledthiaminetransporterThiT,energy-coupledthiaminetransporterThiT,True
T-complexprotein1subunit,T-complexprotein1subunit,True
AAAfamilyATPase,AAAfamilyATPase,True
endonuclease,endonuclease,True
zincfingerandBTBdomain-containingprotein,zincfingerandBTBdomain-containingprotein,True
basichelix-loop-helixdomain-containingprotein,basichelix-loop-helixdomain-containingprotein,True
AFAP1familyPHdomain-containingprotein,AFAP1familyPHdomain-containingprotein,True
alpha-amylase,alpha-amylase,True
TetR/AcrRfamilytranscriptionalregulator,TetR/AcrRfamilytranscriptionalregulator,True
DNAreplicationcomplexGINSprotein,DNAreplicationcomplexGINSprotein,True
hybridsensorhistidinekinase/responseregulator,hybridsensorhistidinekinase/responseregulator,True
N-acetyltransferase,N-acetyltransferase,True
DUF896domain-containingprotein,DUF896domain-containingprotein,True
PPEfamilyprotein,PPEfamilyprotein,True
SDRfamilyoxidoreductase,SDRfamilyoxidoreductase,True
Fe-Sclusterassemblyprotein,Fe-Sclusterassemblyprotein,True
RNA-bindingprotein,RNA-bindingprotein,True
rho-relatedBTBdomain-containingprotein,rho-relatedBTBdomain-containingprotein,True
RNA-bindingprotein,RNA-bindingprotein,True
WD40repeatdomain-containingprotein,WD40repeatdomain-containingprotein,True
RluAfamilypseudouridinesynthase,RluAfamilypseudouridinesynthase,True
GGDEFdomain-containingresponseregulator,GGDEFdomain-containingresponseregulator,True
leucine-richrepeatandcalponinhomologydomain-containingprotein,leucine-richrepeatandcalponinhomologydomain-containingprotein,True
phagemajorcapsidprotein,phagemajorcapsidprotein,True
retinalguanylylcyclase,retinalguanylylcyclase,True
E3ubiquitin-proteinligase,E3ubiquitin-proteinligase,True
Tol-PalsystembetapropellerrepeatproteinTolB,Tol-PalsystembetapropellerrepeatproteinTolB,True
GATA-typetranscriptionfactor,GATA-typetranscriptionfactor,True
"1,4-alpha-glucan-branchingprotein","1,4-alpha-glucan-branchingprotein",True
ornithinecyclodeaminasefamilyprotein,ornithinecyclodeaminasefamilyprotein,True
DNAuptakeporinHofQ,DNAuptakeporinHofQ,True
XREfamilytranscriptionalregulator,XREfamilytranscriptionalregulator,True
"selenide,waterdikinase","selenide,waterdikinase",True
glycosyltransferase,glycosyltransferase,True
adenylate/guanylatecyclasedomain-containingprotein,adenylate/guanylatecyclasedomain-containingprotein,True
ArdCfamilyprotein,ArdCfamilyprotein,True
RNA-bindingprotein,RNA-bindingprotein,True
phagetailtapemeasureprotein,phagetailtapemeasureprotein,True
heavy-metal-associateddomain-containingprotein,heavy-metal-associateddomain-containingprotein,True
phosphoenolpyruvatecarboxykinase(GTP),phosphoenolpyruvatecarboxykinase(GTP),True
PASdomain-containingsensorhistidinekinase,PASdomain-containingsensorhistidinekinase,True
phagetailassemblychaperone,phagetailassemblychaperone,True
methyl-acceptingchemotaxisprotein,methyl-acceptingchemotaxisprotein,True
zinc-ribbondomain-containingprotein,zinc-ribbondomain-containingprotein,True
aspartate/glutamateracemasefamilyprotein,aspartate/glutamateracemasefamilyprotein,True
serine/threonine-proteinkinase,serine/threonine-proteinkinase,True
classIpoly(R)-hydroxyalkanoicacidsynthase,classIpoly(R)-hydroxyalkanoicacidsynthase,True
dihydroorotase,dihydroorotase,True
globin-coupledsensorprotein,globin-coupledsensorprotein,True
WecB/TagA/CpsFfamilyglycosyltransferase,WecB/TagA/CpsFfamilyglycosyltransferase,True
DUF4142domain-containingprotein,DUF4142domain-containingprotein,True
recombinasefamilyprotein,recombinasefamilyprotein,True
cytochromedubiquinoloxidasesubunitII,cytochromedubiquinoloxidasesubunitII,True
tRNA-modifyingproteinYgfZ,tRNA-modifyingproteinYgfZ,True
typeIItoxin-antitoxinsystemantitoxin,typeIItoxin-antitoxinsystemantitoxin,True
kinesinfamilyprotein,kinesinfamilyprotein,True
CCAtRNAnucleotidyltransferase,CCAtRNAnucleotidyltransferase,True
C2H2-typezincfingerprotein,C2H2-typezincfingerprotein,True
TetR/AcrRfamilytranscriptionalregulator,TetR/AcrRfamilytranscriptionalregulator,True
CCAAT/enhancer-bindingprotein,CCAAT/enhancer-bindingprotein,True
GPN-loopGTPasefamilyprotein,GPN-loopGTPasefamilyprotein,True
kelchrepeatandBTBdomain-containingprotein,kelchrepeatandBTBdomain-containingprotein,True
kelch-likeprotein,kelch-likeprotein,True
typeIpolyketidesynthase,typeIpolyketidesynthase,True
MFStransporter,MFStransporter,True
classISAM-dependentmethyltransferase,classISAM-dependentmethyltransferase,True
CCAAT/enhancer-bindingprotein,CCAAT/enhancer-bindingprotein,True
LCPfamilyprotein,LCPfamilyprotein,True
basichelix-loop-helixdomain-containingprotein,basichelix-loop-helixdomain-containingprotein,True
RNA-bindingprotein,RNA-bindingprotein,True
methyltransferase,methyltransferase,True
dTMPkinase,dTMPkinase,True
non-ribosomalpeptidesynthetase,non-ribosomalpeptidesynthetase,True
E3ubiquitin-proteinligase,E3ubiquitin-proteinligase,True
SDRfamilyoxidoreductase,SDRfamilyoxidoreductase,True
PTSgalactitoltransportersubunit,PTSgalactitoltransportersubunit,True
flagellarhook-lengthcontrolproteinFliK,flagellarhook-lengthcontrolproteinFliK,True
anthranilatesynthasesubunit,anthranilatesynthasesubunit,True
LCPfamilyprotein,LCPfamilyprotein,True
typeIpolyketidesynthase,typeIpolyketidesynthase,True
serine/threonine-proteinkinase,serine/threonine-proteinkinase,True
CPBPfamilyintramembranemetalloprotease,CPBPfamilyintramembranemetalloprotease,True
ABCtransporterATP-bindingprotein,ABCtransporterATP-bindingprotein,True
"3D-(3,5/4)-trihydroxycyclohexane-1,2-dioneacylhydrolase(decyclizing)","3D-(3,5/4)-trihydroxycyclohexane-1,2-dioneacylhydrolase(decyclizing)",True
crotonase/enoyl-CoAhydratasefamilyprotein,crotonase/enoyl-CoAhydratasefamilyprotein,True
DNA-3-methyladenineglycosylase,DNA-3-methyladenineglycosylase,True
transposase,transposase,True
transposase,transposase,True
LacIfamilyDNA-bindingtranscriptionalregulator,LacIfamilyDNA-bindingtranscriptionalregulator,True
exonucleaseSbcCDsubunitD,exonucleaseSbcCDsubunitD,True
splicingfactorSRfamilyprotein,splicingfactorSRfamilyprotein,True
hydroxysteroiddehydrogenase-likeprotein2,hydroxysteroiddehydrogenase-likeprotein2,True
HTH-typetranscriptionalregulator,HTH-typetranscriptionalregulator,True
typeIpolyketidesynthase,typeIpolyketidesynthase,True
ABCtransportersubstrate-bindingprotein,ABCtransportersubstrate-bindingprotein,True
M56familymetallopeptidase,M56familymetallopeptidase,True
ankyrinrepeatdomain-containingprotein,ankyrinrepeatdomain-containingprotein,True
sensorhistidinekinase,sensorhistidinekinase,True
classISAM-dependentmethyltransferase,classISAM-dependentmethyltransferase,True
YggSfamilypyridoxalphosphateenzyme,YggSfamilypyridoxalphosphateenzyme,True
phosphatidylserine/phosphatidylglycerophosphate/cardiolipinsynthasefamilyprotein,phosphatidylserine/phosphatidylglycerophosphate/cardiolipinsynthasefamilyprotein,True
mannose-6-phosphateisomerase,mannose-6-phosphateisomerase,True
2-succinylbenzoate--CoAligase,2-succinylbenzoate--CoAligase,True
hybridsensorhistidinekinase/responseregulator,hybridsensorhistidinekinase/responseregulator,True
hybridsensorhistidinekinase/responseregulator,hybridsensorhistidinekinase/responseregulator,True
PTSfructosetransportersubunit,PTSfructosetransportersubunit,True
MFStransporter,MFStransporter,True
YjiKfamilyprotein,YjiKfamilyprotein,True
DNA-formamidopyrimidineglycosylase,DNA-formamidopyrimidineglycosylase,True
ureaABCtransportersubstrate-bindingprotein,ureaABCtransportersubstrate-bindingprotein,True
cationdiffusionfacilitatorfamilytransporter,cationdiffusionfacilitatorfamilytransporter,True
PTSsugartransportersubunit,PTSsugartransportersubunit,True
zincmetalloprotease,zincmetalloprotease,True
NRT1/PTRfamilyMFStransporter,NRT1/PTRfamilyMFStransporter,True
E3ubiquitin-proteinligase,E3ubiquitin-proteinligase,True
cytochromeP450,cytochromeP450,True
adenylate/guanylatecyclasedomain-containingprotein,adenylate/guanylatecyclasedomain-containingprotein,True
homocysteineS-methyltransferasefamilyprotein,homocysteineS-methyltransferasefamilyprotein,True
helix-turn-helixdomain-containingprotein,helix-turn-helixdomain-containingprotein,True
ADP-ribosylationfactor,ADP-ribosylationfactor,True
"dTDP-glucose4,6-dehydratase","dTDP-glucose4,6-dehydratase",True
polprotein,polprotein,True
zincfingerandBTBdomain-containingprotein,zincfingerandBTBdomain-containingprotein,True
classISAM-dependentmethyltransferase,classISAM-dependentmethyltransferase,True
GNATfamilyprotein,GNATfamilyprotein,True
penicillin-bindingprotein,penicillin-bindingprotein,True
proteinkinase/lanthioninesynthetaseCfamilyprotein,proteinkinase/lanthioninesynthetaseCfamilyprotein,True
lysineexporterLysOfamilyprotein,lysineexporterLysOfamilyprotein,True
UBXdomain-containingprotein,UBXdomain-containingprotein,True
GNATfamilyN-acetyltransferase,GNATfamilyN-acetyltransferase,True
ABCtransporterpermease,ABCtransporterpermease,True
typeIpolyketidesynthase,typeIpolyketidesynthase,True
ComEC/Rec2familycompetenceprotein,ComEC/Rec2familycompetenceprotein,True
classISAM-dependentmethyltransferase,classISAM-dependentmethyltransferase,True
cold-shockprotein,cold-shockprotein,True
M23familymetallopeptidase,M23familymetallopeptidase,True
typeIpolyketidesynthase,typeIpolyketidesynthase,True
OmpAfamilyprotein,OmpAfamilyprotein,True
anaerobicglycerol-3-phosphatedehydrogenasesubunit,anaerobicglycerol-3-phosphatedehydrogenasesubunit,True
thymidinephosphorylasefamilyprotein,thymidinephosphorylasefamilyprotein,True
ROKfamilytranscriptionalregulator,ROKfamilytranscriptionalregulator,True
transcriptionterminationfactorRho,transcriptionterminationfactorRho,True
ABCtransporterpermease,ABCtransporterpermease,True
zincfingerandBTBdomain-containingprotein,zincfingerandBTBdomain-containingprotein,True
RNA-bindingprotein,RNA-bindingprotein,True
peptidylprolylisomerase,peptidylprolylisomerase,True
translationinitiationfactorIF-3,translationinitiationfactorIF-3,True
bZIPtranscriptionfactor,bZIPtranscriptionfactor,True
SDRfamilyoxidoreductase,SDRfamilyoxidoreductase,True
classISAM-dependentmethyltransferase,classISAM-dependentmethyltransferase,True
NAD(P)/FAD-dependentoxidoreductase,NAD(P)/FAD-dependentoxidoreductase,True
DNApolymeraseIIIsubunit,DNApolymeraseIIIsubunit,True
RsmB/NOPfamilyclassISAM-dependentRNAmethyltransferase,RsmB/NOPfamilyclassISAM-dependentRNAmethyltransferase,True
extendedsynaptotagmin,extendedsynaptotagmin,True
glycerophosphodiesterphosphodiesterase,glycerophosphodiesterphosphodiesterase,True
nitratereductasemolybdenumcofactorassemblychaperone,nitratereductasemolybdenumcofactorassemblychaperone,True
U-boxdomain-containingprotein,U-boxdomain-containingprotein,True
metallophosphoesterase,metallophosphoesterase,True
translationinitiationfactorIF-2,translationinitiationfactorIF-2,True
phosphatidylinositol-specificphospholipaseC,phosphatidylinositol-specificphospholipaseC,True
tRNApseudouridinesynthase,tRNApseudouridinesynthase,True
RagB/SusDfamilynutrientuptakeoutermembraneprotein,RagB/SusDfamilynutrientuptakeoutermembraneprotein,True
YgiW/YdeIfamilystresstoleranceOBfoldprotein,YgiW/YdeIfamilystresstoleranceOBfoldprotein,True
TetR/AcrRfamilytranscriptionalregulator,TetR/AcrRfamilytranscriptionalregulator,True
BTB/POZdomain-containingprotein,BTB/POZdomain-containingprotein,True
cytochromeP450,cytochromeP450,True
M56familymetallopeptidase,M56familymetallopeptidase,True
ankyrinrepeatdomain-containingprotein,ankyrinrepeatdomain-containingprotein,True
glycosidehydrolasefamilyprotein,glycosidehydrolasefamilyprotein,True
TetR/AcrRfamilytranscriptionalregulator,TetR/AcrRfamilytranscriptionalregulator,True
RNA-bindingprotein,RNA-bindingprotein,True
cationprotonantiporter,cationprotonantiporter,True
F-boxprotein,F-boxprotein,True
argonaute/piwifamilyprotein,argonaute/piwifamilyprotein,True
BTB/POZandBromodomaindomain-containingprotein,BTB/POZandBromodomaindomain-containingprotein,True
kelch-likeprotein,kelch-likeprotein,True
F-boxprotein,F-boxprotein,True
tRNA(5-methylaminomethyl-2-thiouridine)(34)-methyltransferaseMnmD,tRNA(5-methylaminomethyl-2-thiouridine)(34)-methyltransferaseMnmD,True
ankyrinrepeatdomain-containingprotein,ankyrinrepeatdomain-containingprotein,True
kelchrepeatandBTBdomain-containingprotein,kelchrepeatandBTBdomain-containingprotein,True
UbiAfamilyprenyltransferase,UbiAfamilyprenyltransferase,True
allophanatehydrolase,allophanatehydrolase,True
peptidylprolylisomerase,peptidylprolylisomerase,True
DDI1familyprotein,DDI1familyprotein,True
RINGfingerprotein,RINGfingerprotein,True
LuxRfamilytranscriptionalregulator,LuxRfamilytranscriptionalregulator,True
chemotaxisprotein,chemotaxisprotein,True
hybridsensorhistidinekinase/responseregulator,hybridsensorhistidinekinase/responseregulator,True
glutamate--tRNAligase,glutamate--tRNAligase,True
dipeptide/oligopeptide/nickelABCtransporterpermease/ATP-bindingprotein,dipeptide/oligopeptide/nickelABCtransporterpermease/ATP-bindingprotein,True
ABCtransporterpermease,ABCtransporterpermease,True
biliverdin-producinghemeoxygenase,biliverdin-producinghemeoxygenase,True
vacuolarproteinsorting-associatedprotein13D,vacuolarproteinsorting-associatedprotein13D,True
rho-relatedBTBdomain-containingprotein,rho-relatedBTBdomain-containingprotein,True
sulfateABCtransportersubstrate-bindingprotein,sulfateABCtransportersubstrate-bindingprotein,True
S8familypeptidase,S8familypeptidase,True
effluxRNDtransporterpermeasesubunit,effluxRNDtransporterpermeasesubunit,True
glycosidehydrolasefamilyprotein,glycosidehydrolasefamilyprotein,True
mitogen-activatedproteinkinase,mitogen-activatedproteinkinase,True
zincfingerandBTBdomain-containingprotein,zincfingerandBTBdomain-containingprotein,True
alpha/betahydrolase,alpha/betahydrolase,True
typeIpolyketidesynthase,typeIpolyketidesynthase,True
M23familymetallopeptidase,M23familymetallopeptidase,True
phosphoribosylformylglycinamidinesynthasesubunit,phosphoribosylformylglycinamidinesynthasesubunit,True
AP-4complexsubunit,AP-4complexsubunit,True
two-componentsystemsensorhistidinekinase,two-componentsystemsensorhistidinekinase,True
typeIIADNAtopoisomerasesubunitB,typeIIADNAtopoisomerasesubunitB,True
RNAchaperoneHfq,RNAchaperoneHfq,True
DNAreplicationcomplexGINSprotein,DNAreplicationcomplexGINSprotein,True
HMG-boxdomain-containingprotein,HMG-boxdomain-containingprotein,True
Gprotein-coupledreceptorkinase,Gprotein-coupledreceptorkinase,True
N-acetyltransferase,N-acetyltransferase,True
tetratricopeptiderepeat-containingprotein,tetratricopeptiderepeat-containingprotein,True
chitinsynthase,chitinsynthase,True
zincribbondomain-containingprotein,zincribbondomain-containingprotein,True
zincfingerandBTBdomain-containingprotein,zincfingerandBTBdomain-containingprotein,True
TetR/AcrRfamilytranscriptionalregulator,TetR/AcrRfamilytranscriptionalregulator,True
hemeexporterprotein,hemeexporterprotein,True
ROKfamilytranscriptionalregulator,ROKfamilytranscriptionalregulator,True
PucRfamilytranscriptionalregulator,PucRfamilytranscriptionalregulator,True
LCPfamilyprotein,LCPfamilyprotein,True
AraCfamilytranscriptionalregulator,AraCfamilytranscriptionalregulator,True
MMPLfamilytransporter,MMPLfamilytransporter,True
site-specificintegrase,site-specificintegrase,True
excinucleaseABCsubunitUvrA,excinucleaseABCsubunitUvrA,True
UBAandUBXdomain-containingprotein,UBAandUBXdomain-containingprotein,True
hybridsensorhistidinekinase/responseregulator,hybridsensorhistidinekinase/responseregulator,True
glycosyltransferasefamilyprotein,glycosyltransferasefamilyprotein,True
leucine-zipper-liketranscriptionalregulator,leucine-zipper-liketranscriptionalregulator,True
methyl-acceptingchemotaxisprotein,methyl-acceptingchemotaxisprotein,True
VOCfamilyprotein,VOCfamilyprotein,True
methyl-acceptingchemotaxisprotein,methyl-acceptingchemotaxisprotein,True
ABCtransportersubstrate-bindingprotein,ABCtransportersubstrate-bindingprotein,True
Nif3-likedinuclearmetalcenterhexamericprotein,Nif3-likedinuclearmetalcenterhexamericprotein,True
nucleoside-diphosphatekinase,nucleoside-diphosphatekinase,True
thiaminepyrophosphate-dependentdehydrogenaseE1componentsubunitalpha,thiaminepyrophosphate-dependentdehydrogenaseE1componentsubunitalpha,True
ATP-dependentClpproteaseATP-bindingsubunit,ATP-dependentClpproteaseATP-bindingsubunit,True
TetR/AcrRfamilytranscriptionalregulator,TetR/AcrRfamilytranscriptionalregulator,True
RNA-bindingprotein,RNA-bindingprotein,True
olfactoryreceptor,olfactoryreceptor,True
uracil-DNAglycosylase,uracil-DNAglycosylase,True
NuoMfamilyprotein,NuoMfamilyprotein,True
non-ribosomalpeptidesynthetase,non-ribosomalpeptidesynthetase,True
MBLfoldmetallo-hydrolase,MBLfoldmetallo-hydrolase,True
DNApolymeraseIIIsubunit,DNApolymeraseIIIsubunit,True
serine/threonine-proteinkinase,serine/threonine-proteinkinase,True
VOCfamilyprotein,VOCfamilyprotein,True
RsmB/NOPfamilyclassISAM-dependentRNAmethyltransferase,RsmB/NOPfamilyclassISAM-dependentRNAmethyltransferase,True
"FYVE,RhoGEFandPHdomain-containingprotein","FYVE,RhoGEFandPHdomain-containingprotein",True
phosphoethanolaminetransferaseCptA,phosphoethanolaminetransferaseCptA,True
ABCtransporterpermease,ABCtransporterpermease,True
DNAdamage-inducibleprotein,DNAdamage-inducibleprotein,True
SDRfamilyoxidoreductase,SDRfamilyoxidoreductase,True
ATP-dependentClpproteaseATP-bindingsubunit,ATP-dependentClpproteaseATP-bindingsubunit,True
nucleotidesugardehydrogenase,nucleotidesugardehydrogenase,True
site-specificintegrase,site-specificintegrase,True
serine/threonine-proteinkinase,serine/threonine-proteinkinase,True
Na()/H()antiporter,Na()/H()antiporter,True
translationinitiationfactorIF-2,translationinitiationfactorIF-2,True
GATA-typetranscriptionfactor,GATA-typetranscriptionfactor,True
TetR/AcrRfamilytranscriptionalregulator,TetR/AcrRfamilytranscriptionalregulator,True
M3familyoligoendopeptidase,M3familyoligoendopeptidase,True
AAAfamilyATPase,AAAfamilyATPase,True
"(2,3-dihydroxybenzoyl)adenylatesynthase","(2,3-dihydroxybenzoyl)adenylatesynthase",True
